
=== RUN 11/100 (GA dyn_only) ===

[0.028s][info][gc,ref] Reference Processor created, Macros: ZUseSeparateDiscoveredLists=0, ZUseDynamicArray=1, ZUseOptimisedClearPath=0
WeakRefSingleObjectBenchmark: weakRefCount=10000000 sleepMillis=500

=== Iteration 1 ===
Phase 1: Allocating the single target object...
Phase 2: Allocating 10000000 WeakReferences in random order...
Allocated 10000000 weak ref holders in 1.32 seconds
Phase 3: Sleeping for 500 ms (strong ref still held)...
Phase 4: Releasing the strong reference to the target object...
Phase 5: Triggering GC...
[6.197s][info][gc,ref] GC(0) O:                           Encountered       Discovered Cleared/Enqueued 
[14.788s][info][gc,stats]         Old Phase: Concurrent Relocate                           0.043 / 0.056         0.043 / 0.056         0.043 / 0.056         0.043 / 0.056       ms
[14.788s][info][gc,stats]         Old Phase: Concurrent Remap Roots                       15.217 / 29.443       15.217 / 29.443       15.217 / 29.443       15.217 / 29.443      ms
[14.788s][info][gc,stats]         Old Phase: Concurrent Reset Relocation Set               0.001 / 0.001         0.001 / 0.001         0.001 / 0.001         0.001 / 0.001       ms
[14.788s][info][gc,stats]         Old Phase: Concurrent Select Relocation Set              0.102 / 0.137         0.102 / 0.137         0.102 / 0.137         0.102 / 0.137       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Classes Purge                      0.212 / 0.409         0.212 / 0.409         0.212 / 0.409         0.212 / 0.409       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Classes Unlink                     1.302 / 1.596         1.302 / 1.596         1.302 / 1.596         1.302 / 1.596       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Mark Follow                     1104.005 / 2207.583   1104.005 / 2207.583   1104.005 / 2207.583   1104.005 / 2207.583    ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Mark Root Colored                  0.031 / 0.083         0.031 / 0.083         0.031 / 0.083         0.031 / 0.083       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Mark Root Uncolored                0.031 / 0.082         0.031 / 0.082         0.031 / 0.082         0.031 / 0.082       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Mark Roots                         0.172 / 0.179         0.172 / 0.179         0.172 / 0.179         0.172 / 0.179       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent References Enqueue                 0.002 / 0.003         0.002 / 0.003         0.002 / 0.003         0.002 / 0.003       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent References Process               166.533 / 333.031     166.533 / 333.031     166.533 / 333.031     166.533 / 333.031     ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Remap Remembered                  14.501 / 29.016       14.501 / 29.016       14.501 / 29.016       14.501 / 29.016      ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Remap Roots Colored                0.357 / 0.690         0.357 / 0.690         0.357 / 0.690         0.357 / 0.690       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Remap Roots Uncolored              0.187 / 0.201         0.187 / 0.201         0.187 / 0.201         0.187 / 0.201       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Roots ClassLoaderDataGraph         0.211 / 0.654         0.211 / 0.654         0.211 / 0.654         0.211 / 0.654       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Roots CodeCache                    0.185 / 0.198         0.185 / 0.198         0.185 / 0.198         0.185 / 0.198       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Roots JavaThreads                  0.013 / 0.081         0.013 / 0.081         0.013 / 0.081         0.013 / 0.081       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Roots OopStorageSet                0.004 / 0.010         0.004 / 0.010         0.004 / 0.010         0.004 / 0.010       ms
[14.788s][info][gc,stats]      Old Subphase: Concurrent Weak Roots OopStorageSet           0.087 / 0.215         0.087 / 0.215         0.087 / 0.215         0.087 / 0.215       ms
[14.788s][info][gc,stats]            System: Java Threads                                     11 / 12               11 / 12               11 / 12               11 / 12          threads
[14.788s][info][gc,stats]  Young Generation: Young Generation                           2118.408 / 2118.408   2118.408 / 2118.408   2118.408 / 2118.408   2118.408 / 2118.408    ms
[14.788s][info][gc,stats]  Young Generation: Young Generation                              0.000 / 0.000         0.000 / 0.000         0.000 / 0.000         0.000 / 0.000       ms
[14.788s][info][gc,stats]  Young Generation: Young Generation (Collect Roots)              3.710 / 3.710         3.710 / 3.710         3.710 / 3.710         3.710 / 3.710       ms
[14.788s][info][gc,stats]  Young Generation: Young Generation (Promote All)             3048.828 / 3048.828   3048.828 / 3048.828   3048.828 / 3048.828   3048.828 / 3048.828    ms
[14.788s][info][gc,stats]       Young Pause: Pause Mark End                                0.012 / 0.013         0.012 / 0.013         0.012 / 0.013         0.012 / 0.013       ms
[14.788s][info][gc,stats]       Young Pause: Pause Mark Start                              0.009 / 0.009         0.009 / 0.009         0.009 / 0.009         0.009 / 0.009       ms
[14.788s][info][gc,stats]       Young Pause: Pause Mark Start (Major)                      0.016 / 0.016         0.015 / 0.016         0.015 / 0.016         0.015 / 0.016       ms
[14.788s][info][gc,stats]       Young Pause: Pause Relocate Start                          0.008 / 0.011         0.008 / 0.011         0.008 / 0.011         0.008 / 0.011       ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Mark                            1531.636 / 2483.304   1531.636 / 2483.304   1531.636 / 2483.304   1531.636 / 2483.304    ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Mark Continue                      0.000 / 0.000         0.000 / 0.000         0.000 / 0.000         0.000 / 0.000       ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Mark Free                          0.004 / 0.005         0.004 / 0.005         0.004 / 0.005         0.004 / 0.005       ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Relocate                         133.792 / 398.830     133.792 / 398.830     133.792 / 398.830     133.792 / 398.830     ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Reset Relocation Set               0.040 / 0.115         0.040 / 0.115         0.040 / 0.115         0.040 / 0.115       ms
[14.788s][info][gc,stats]       Young Phase: Concurrent Select Relocation Set             57.820 / 166.218      57.820 / 166.218      57.820 / 166.218      57.820 / 166.218     ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Mark Follow                     1528.292 / 2481.959   1528.292 / 2481.959   1528.292 / 2481.959   1528.292 / 2481.959    ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Mark Root Colored                  0.876 / 1.122         2.894 / 7.015         2.894 / 7.015         2.894 / 7.015       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Mark Root Uncolored                0.204 / 0.235         0.271 / 0.405         0.271 / 0.405         0.271 / 0.405       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Mark Roots                         1.233 / 1.342         3.341 / 7.557         3.341 / 7.557         3.341 / 7.557       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Relocate Remset FP               132.851 / 398.525     132.851 / 398.525     132.851 / 398.525     132.851 / 398.525     ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Roots ClassLoaderDataGraph         0.751 / 0.960         0.801 / 0.960         0.801 / 0.960         0.801 / 0.960       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Roots CodeCache                    0.184 / 0.213         0.223 / 0.337         0.223 / 0.337         0.223 / 0.337       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Roots JavaThreads                  0.009 / 0.027         0.024 / 0.139         0.024 / 0.139         0.024 / 0.139       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Roots OopStorageSet                0.007 / 0.014         2.091 / 5.629         2.091 / 5.629         2.091 / 5.629       ms
[14.788s][info][gc,stats]    Young Subphase: Concurrent Weak Roots OopStorageSet           0.117 / 0.150         0.232 / 0.484         0.232 / 0.484         0.232 / 0.484       ms
[14.788s][info][gc,stats] =========================================================================================================================================================
